features,accuracy,true_negative,false_positive,false_negative,true_positive,Cost
"['feature_20', 'feature_60', 'feature_131', 'feature_206', 'feature_478']",0.831632653,320,46,20,6,1060
"['feature_20', 'feature_60', 'feature_131', 'feature_206', 'feature_520']",0.831632653,320,46,20,6,1060
"['feature_20', 'feature_60', 'feature_131', 'feature_248', 'feature_342']",0.849489796,328,38,21,5,1010
"['feature_20', 'feature_60', 'feature_131', 'feature_248', 'feature_478']",0.834183673,322,44,21,5,1070
"['feature_20', 'feature_60', 'feature_131', 'feature_248', 'feature_520']",0.831632653,319,47,19,7,1040
"['feature_20', 'feature_60', 'feature_131', 'feature_342', 'feature_478']",0.829081633,318,48,19,7,1050
"['feature_20', 'feature_60', 'feature_131', 'feature_342', 'feature_520']",0.846938776,326,40,20,6,1000
"['feature_20', 'feature_60', 'feature_131', 'feature_478', 'feature_520']",0.826530612,318,48,20,6,1080
"['feature_20', 'feature_60', 'feature_206', 'feature_248', 'feature_342']",0.854591837,328,38,19,7,950
"['feature_20', 'feature_60', 'feature_206', 'feature_248', 'feature_478']",0.841836735,323,43,19,7,1000
"['feature_20', 'feature_60', 'feature_206', 'feature_248', 'feature_520']",0.808673469,312,54,21,5,1170
"['feature_20', 'feature_60', 'feature_206', 'feature_342', 'feature_478']",0.823979592,317,49,20,6,1090
"['feature_20', 'feature_60', 'feature_206', 'feature_342', 'feature_520']",0.839285714,323,43,20,6,1030
"['feature_20', 'feature_60', 'feature_206', 'feature_478', 'feature_520']",0.829081633,320,46,21,5,1090
"['feature_20', 'feature_60', 'feature_248', 'feature_342', 'feature_478']",0.849489796,326,40,19,7,970
"['feature_20', 'feature_60', 'feature_248', 'feature_342', 'feature_520']",0.81377551,312,54,19,7,1110
"['feature_20', 'feature_60', 'feature_248', 'feature_478', 'feature_520']",0.793367347,307,59,22,4,1250
"['feature_20', 'feature_60', 'feature_342', 'feature_478', 'feature_520']",0.81377551,312,54,19,7,1110
"['feature_20', 'feature_122', 'feature_131', 'feature_206', 'feature_248']",0.839285714,323,43,20,6,1030
"['feature_20', 'feature_122', 'feature_131', 'feature_206', 'feature_342']",0.839285714,323,43,20,6,1030
"['feature_20', 'feature_122', 'feature_131', 'feature_206', 'feature_478']",0.816326531,315,51,21,5,1140
"['feature_20', 'feature_122', 'feature_131', 'feature_206', 'feature_520']",0.81377551,312,54,19,7,1110
"['feature_20', 'feature_122', 'feature_131', 'feature_248', 'feature_342']",0.81122449,312,54,20,6,1140
"['feature_20', 'feature_122', 'feature_131', 'feature_248', 'feature_478']",0.831632653,321,45,21,5,1080
"['feature_20', 'feature_122', 'feature_131', 'feature_248', 'feature_520']",0.839285714,321,45,18,8,990
"['feature_20', 'feature_122', 'feature_131', 'feature_342', 'feature_478']",0.821428571,316,50,20,6,1100
"['feature_20', 'feature_122', 'feature_131', 'feature_342', 'feature_520']",0.81377551,312,54,19,7,1110
"['feature_20', 'feature_122', 'feature_131', 'feature_478', 'feature_520']",0.826530612,316,50,18,8,1040
"['feature_20', 'feature_122', 'feature_206', 'feature_248', 'feature_342']",0.834183673,321,45,20,6,1050
"['feature_20', 'feature_122', 'feature_206', 'feature_248', 'feature_478']",0.841836735,323,43,19,7,1000
"['feature_20', 'feature_122', 'feature_206', 'feature_248', 'feature_520']",0.808673469,309,57,18,8,1110
"['feature_20', 'feature_122', 'feature_206', 'feature_342', 'feature_478']",0.826530612,317,49,19,7,1060
"['feature_20', 'feature_122', 'feature_206', 'feature_342', 'feature_520']",0.821428571,315,51,19,7,1080
"['feature_20', 'feature_122', 'feature_206', 'feature_478', 'feature_520']",0.81122449,311,55,19,7,1120
"['feature_20', 'feature_122', 'feature_248', 'feature_342', 'feature_478']",0.831632653,320,46,20,6,1060
"['feature_20', 'feature_122', 'feature_248', 'feature_342', 'feature_520']",0.795918367,304,62,18,8,1160
"['feature_20', 'feature_122', 'feature_248', 'feature_478', 'feature_520']",0.798469388,305,61,18,8,1150
"['feature_20', 'feature_122', 'feature_342', 'feature_478', 'feature_520']",0.803571429,308,58,19,7,1150
"['feature_20', 'feature_131', 'feature_206', 'feature_248', 'feature_342']",0.821428571,316,50,20,6,1100
"['feature_20', 'feature_131', 'feature_206', 'feature_248', 'feature_478']",0.834183673,320,46,19,7,1030
"['feature_20', 'feature_131', 'feature_206', 'feature_248', 'feature_520']",0.806122449,311,55,21,5,1180
"['feature_20', 'feature_131', 'feature_206', 'feature_342', 'feature_478']",0.81122449,313,53,21,5,1160
"['feature_20', 'feature_131', 'feature_206', 'feature_342', 'feature_520']",0.829081633,317,49,18,8,1030
"['feature_20', 'feature_131', 'feature_206', 'feature_478', 'feature_520']",0.829081633,317,49,18,8,1030
"['feature_20', 'feature_131', 'feature_248', 'feature_342', 'feature_478']",0.803571429,310,56,21,5,1190
"['feature_20', 'feature_131', 'feature_248', 'feature_342', 'feature_520']",0.831632653,318,48,18,8,1020
"['feature_20', 'feature_131', 'feature_248', 'feature_478', 'feature_520']",0.816326531,313,53,19,7,1100
"['feature_20', 'feature_131', 'feature_342', 'feature_478', 'feature_520']",0.806122449,308,58,18,8,1120
"['feature_20', 'feature_206', 'feature_248', 'feature_342', 'feature_478']",0.831632653,316,50,16,10,980
"['feature_20', 'feature_206', 'feature_248', 'feature_342', 'feature_520']",0.795918367,303,63,17,9,1140
"['feature_20', 'feature_206', 'feature_248', 'feature_478', 'feature_520']",0.788265306,301,65,18,8,1190
"['feature_20', 'feature_206', 'feature_342', 'feature_478', 'feature_520']",0.803571429,305,61,16,10,1090
"['feature_20', 'feature_248', 'feature_342', 'feature_478', 'feature_520']",0.785714286,299,67,17,9,1180
"['feature_34', 'feature_60', 'feature_122', 'feature_131', 'feature_206']",0.857142857,327,39,17,9,900
"['feature_34', 'feature_60', 'feature_122', 'feature_131', 'feature_248']",0.846938776,324,42,18,8,960
"['feature_34', 'feature_60', 'feature_122', 'feature_131', 'feature_342']",0.854591837,327,39,18,8,930
"['feature_34', 'feature_60', 'feature_122', 'feature_131', 'feature_478']",0.864795918,331,35,18,8,890
"['feature_34', 'feature_60', 'feature_122', 'feature_131', 'feature_520']",0.857142857,324,42,14,12,840
"['feature_34', 'feature_60', 'feature_122', 'feature_206', 'feature_248']",0.864795918,331,35,18,8,890
"['feature_34', 'feature_60', 'feature_122', 'feature_206', 'feature_342']",0.87244898,336,30,20,6,900
"['feature_34', 'feature_60', 'feature_122', 'feature_206', 'feature_478']",0.849489796,328,38,21,5,1010
"['feature_34', 'feature_60', 'feature_122', 'feature_206', 'feature_520']",0.844387755,322,44,17,9,950
"['feature_34', 'feature_60', 'feature_122', 'feature_248', 'feature_342']",0.854591837,327,39,18,8,930
"['feature_34', 'feature_60', 'feature_122', 'feature_248', 'feature_478']",0.849489796,327,39,20,6,990
"['feature_34', 'feature_60', 'feature_122', 'feature_248', 'feature_520']",0.834183673,318,48,17,9,990
"['feature_34', 'feature_60', 'feature_122', 'feature_342', 'feature_478']",0.862244898,332,34,20,6,940
"['feature_34', 'feature_60', 'feature_122', 'feature_342', 'feature_520']",0.864795918,330,36,17,9,870
"['feature_34', 'feature_60', 'feature_122', 'feature_478', 'feature_520']",0.846938776,323,43,17,9,940
"['feature_34', 'feature_60', 'feature_131', 'feature_206', 'feature_248']",0.816326531,314,52,20,6,1120
"['feature_34', 'feature_60', 'feature_131', 'feature_206', 'feature_342']",0.831632653,320,46,20,6,1060
"['feature_34', 'feature_60', 'feature_131', 'feature_206', 'feature_478']",0.803571429,309,57,20,6,1170
"['feature_34', 'feature_60', 'feature_131', 'feature_206', 'feature_520']",0.844387755,321,45,16,10,930
"['feature_34', 'feature_60', 'feature_131', 'feature_248', 'feature_342']",0.839285714,322,44,19,7,1010
"['feature_34', 'feature_60', 'feature_131', 'feature_248', 'feature_478']",0.839285714,320,46,17,9,970
"['feature_34', 'feature_60', 'feature_131', 'feature_248', 'feature_520']",0.831632653,318,48,18,8,1020
"['feature_34', 'feature_60', 'feature_131', 'feature_342', 'feature_478']",0.829081633,319,47,20,6,1070
"['feature_34', 'feature_60', 'feature_131', 'feature_342', 'feature_520']",0.859693878,328,38,17,9,890
"['feature_34', 'feature_60', 'feature_131', 'feature_478', 'feature_520']",0.829081633,316,50,17,9,1010
"['feature_34', 'feature_60', 'feature_206', 'feature_248', 'feature_342']",0.821428571,317,49,21,5,1120
"['feature_34', 'feature_60', 'feature_206', 'feature_248', 'feature_478']",0.818877551,315,51,20,6,1110
"['feature_34', 'feature_60', 'feature_206', 'feature_248', 'feature_520']",0.81122449,311,55,19,7,1120
"['feature_34', 'feature_60', 'feature_206', 'feature_342', 'feature_478']",0.826530612,318,48,20,6,1080
"['feature_34', 'feature_60', 'feature_206', 'feature_342', 'feature_520']",0.831632653,316,50,16,10,980
"['feature_34', 'feature_60', 'feature_206', 'feature_478', 'feature_520']",0.81377551,312,54,19,7,1110
"['feature_34', 'feature_60', 'feature_248', 'feature_342', 'feature_478']",0.818877551,316,50,21,5,1130
"['feature_34', 'feature_60', 'feature_248', 'feature_342', 'feature_520']",0.852040816,325,41,17,9,920
"['feature_34', 'feature_60', 'feature_248', 'feature_478', 'feature_520']",0.826530612,316,50,18,8,1040
"['feature_34', 'feature_60', 'feature_342', 'feature_478', 'feature_520']",0.818877551,313,53,18,8,1070
"['feature_34', 'feature_122', 'feature_131', 'feature_206', 'feature_248']",0.834183673,318,48,17,9,990
"['feature_34', 'feature_122', 'feature_131', 'feature_206', 'feature_342']",0.859693878,329,37,18,8,910
"['feature_34', 'feature_122', 'feature_131', 'feature_206', 'feature_478']",0.849489796,325,41,18,8,950
"['feature_34', 'feature_122', 'feature_131', 'feature_206', 'feature_520']",0.869897959,329,37,14,12,790
"['feature_34', 'feature_122', 'feature_131', 'feature_248', 'feature_342']",0.829081633,319,47,20,6,1070
"['feature_34', 'feature_122', 'feature_131', 'feature_248', 'feature_478']",0.862244898,330,36,18,8,900
"['feature_34', 'feature_122', 'feature_131', 'feature_248', 'feature_520']",0.849489796,321,45,14,12,870
"['feature_34', 'feature_122', 'feature_131', 'feature_342', 'feature_478']",0.864795918,331,35,18,8,890
"['feature_34', 'feature_122', 'feature_131', 'feature_342', 'feature_520']",0.857142857,324,42,14,12,840
"['feature_34', 'feature_122', 'feature_131', 'feature_478', 'feature_520']",0.862244898,326,40,14,12,820
"['feature_34', 'feature_122', 'feature_206', 'feature_248', 'feature_342']",0.867346939,333,33,19,7,900
"['feature_34', 'feature_122', 'feature_206', 'feature_248', 'feature_478']",0.857142857,329,37,19,7,940
"['feature_34', 'feature_122', 'feature_206', 'feature_248', 'feature_520']",0.846938776,321,45,15,11,900
"['feature_34', 'feature_122', 'feature_206', 'feature_342', 'feature_478']",0.864795918,333,33,20,6,930
"['feature_34', 'feature_122', 'feature_206', 'feature_342', 'feature_520']",0.852040816,325,41,17,9,920
"['feature_34', 'feature_122', 'feature_206', 'feature_478', 'feature_520']",0.844387755,323,43,18,8,970
"['feature_34', 'feature_122', 'feature_248', 'feature_342', 'feature_478']",0.867346939,333,33,19,7,900
"['feature_34', 'feature_122', 'feature_248', 'feature_342', 'feature_520']",0.834183673,314,52,13,13,910
"['feature_34', 'feature_122', 'feature_248', 'feature_478', 'feature_520']",0.849489796,323,43,16,10,910
"['feature_34', 'feature_122', 'feature_342', 'feature_478', 'feature_520']",0.846938776,322,44,16,10,920
"['feature_34', 'feature_131', 'feature_206', 'feature_248', 'feature_342']",0.854591837,328,38,19,7,950
"['feature_34', 'feature_131', 'feature_206', 'feature_248', 'feature_478']",0.857142857,328,38,18,8,920
"['feature_34', 'feature_131', 'feature_206', 'feature_248', 'feature_520']",0.836734694,318,48,16,10,960
"['feature_34', 'feature_131', 'feature_206', 'feature_342', 'feature_478']",0.857142857,327,39,17,9,900
"['feature_34', 'feature_131', 'feature_206', 'feature_342', 'feature_520']",0.834183673,316,50,15,11,950
"['feature_34', 'feature_131', 'feature_206', 'feature_478', 'feature_520']",0.834183673,317,49,16,10,970
"['feature_34', 'feature_131', 'feature_248', 'feature_342', 'feature_478']",0.854591837,327,39,18,8,930
"['feature_34', 'feature_131', 'feature_248', 'feature_342', 'feature_520']",0.808673469,307,59,16,10,1070
"['feature_34', 'feature_131', 'feature_248', 'feature_478', 'feature_520']",0.844387755,322,44,17,9,950
"['feature_34', 'feature_131', 'feature_342', 'feature_478', 'feature_520']",0.839285714,319,47,16,10,950
"['feature_34', 'feature_206', 'feature_248', 'feature_342', 'feature_478']",0.875,334,32,17,9,830
"['feature_34', 'feature_206', 'feature_248', 'feature_342', 'feature_520']",0.839285714,319,47,16,10,950
"['feature_34', 'feature_206', 'feature_248', 'feature_478', 'feature_520']",0.839285714,318,48,15,11,930
"['feature_34', 'feature_206', 'feature_342', 'feature_478', 'feature_520']",0.836734694,318,48,16,10,960
"['feature_34', 'feature_248', 'feature_342', 'feature_478', 'feature_520']",0.826530612,314,52,16,10,1000
"['feature_60', 'feature_122', 'feature_131', 'feature_206', 'feature_248']",0.849489796,327,39,20,6,990
"['feature_60', 'feature_122', 'feature_131', 'feature_206', 'feature_342']",0.844387755,325,41,20,6,1010
"['feature_60', 'feature_122', 'feature_131', 'feature_206', 'feature_478']",0.831632653,318,48,18,8,1020
"['feature_60', 'feature_122', 'feature_131', 'feature_206', 'feature_520']",0.852040816,326,40,18,8,940
"['feature_60', 'feature_122', 'feature_131', 'feature_248', 'feature_342']",0.849489796,328,38,21,5,1010
"['feature_60', 'feature_122', 'feature_131', 'feature_248', 'feature_478']",0.841836735,323,43,19,7,1000
"['feature_60', 'feature_122', 'feature_131', 'feature_248', 'feature_520']",0.803571429,308,58,19,7,1150
"['feature_60', 'feature_122', 'feature_131', 'feature_342', 'feature_478']",0.846938776,325,41,19,7,980
"['feature_60', 'feature_122', 'feature_131', 'feature_342', 'feature_520']",0.844387755,323,43,18,8,970
"['feature_60', 'feature_122', 'feature_131', 'feature_478', 'feature_520']",0.836734694,319,47,17,9,980
"['feature_60', 'feature_122', 'feature_206', 'feature_248', 'feature_342']",0.849489796,328,38,21,5,1010
"['feature_60', 'feature_122', 'feature_206', 'feature_248', 'feature_478']",0.826530612,318,48,20,6,1080
"['feature_60', 'feature_122', 'feature_206', 'feature_248', 'feature_520']",0.823979592,317,49,20,6,1090
"['feature_60', 'feature_122', 'feature_206', 'feature_342', 'feature_478']",0.841836735,324,42,20,6,1020
"['feature_60', 'feature_122', 'feature_206', 'feature_342', 'feature_520']",0.823979592,316,50,19,7,1070
"['feature_60', 'feature_122', 'feature_206', 'feature_478', 'feature_520']",0.823979592,317,49,20,6,1090
"['feature_60', 'feature_122', 'feature_248', 'feature_342', 'feature_478']",0.862244898,332,34,20,6,940
"['feature_60', 'feature_122', 'feature_248', 'feature_342', 'feature_520']",0.831632653,319,47,19,7,1040
"['feature_60', 'feature_122', 'feature_248', 'feature_478', 'feature_520']",0.808673469,312,54,21,5,1170
"['feature_60', 'feature_122', 'feature_342', 'feature_478', 'feature_520']",0.834183673,320,46,19,7,1030
"['feature_60', 'feature_131', 'feature_206', 'feature_248', 'feature_342']",0.836734694,322,44,20,6,1040
"['feature_60', 'feature_131', 'feature_206', 'feature_248', 'feature_478']",0.818877551,316,50,21,5,1130
"['feature_60', 'feature_131', 'feature_206', 'feature_248', 'feature_520']",0.844387755,323,43,18,8,970
"['feature_60', 'feature_131', 'feature_206', 'feature_342', 'feature_478']",0.831632653,319,47,19,7,1040
"['feature_60', 'feature_131', 'feature_206', 'feature_342', 'feature_520']",0.846938776,325,41,19,7,980
"['feature_60', 'feature_131', 'feature_206', 'feature_478', 'feature_520']",0.826530612,318,48,20,6,1080
"['feature_60', 'feature_131', 'feature_248', 'feature_342', 'feature_478']",0.836734694,321,45,19,7,1020
"['feature_60', 'feature_131', 'feature_248', 'feature_342', 'feature_520']",0.829081633,316,50,17,9,1010
"['feature_60', 'feature_131', 'feature_248', 'feature_478', 'feature_520']",0.823979592,316,50,19,7,1070
"['feature_60', 'feature_131', 'feature_342', 'feature_478', 'feature_520']",0.836734694,321,45,19,7,1020
"['feature_60', 'feature_206', 'feature_248', 'feature_342', 'feature_478']",0.81122449,311,55,19,7,1120
"['feature_60', 'feature_206', 'feature_248', 'feature_342', 'feature_520']",0.836734694,321,45,19,7,1020
"['feature_60', 'feature_206', 'feature_248', 'feature_478', 'feature_520']",0.788265306,303,63,20,6,1230
"['feature_60', 'feature_206', 'feature_342', 'feature_478', 'feature_520']",0.818877551,315,51,20,6,1110
"['feature_60', 'feature_248', 'feature_342', 'feature_478', 'feature_520']",0.81377551,313,53,20,6,1130
"['feature_122', 'feature_131', 'feature_206', 'feature_248', 'feature_342']",0.841836735,323,43,19,7,1000
"['feature_122', 'feature_131', 'feature_206', 'feature_248', 'feature_478']",0.846938776,327,39,21,5,1020
"['feature_122', 'feature_131', 'feature_206', 'feature_248', 'feature_520']",0.836734694,318,48,16,10,960
"['feature_122', 'feature_131', 'feature_206', 'feature_342', 'feature_478']",0.844387755,326,40,21,5,1030
